"SURVEY_ID","INSPECTION_TYPE","DEFICIENCY","SEVERITY","RESIDENTS_AFFECTED","SQC","REG_SET_ID","TAG_NUMBER","CORRECTION_DATE","IS_COMPLAINT","SUPPRESS_ON_INSPECTION_TAB"
"1CTT","Health","INFECTION CONTROL, PREVENT SPREAD, LINENS","2","1","0","FF10","0441","06/07/2017","0","0"
"1CTT","LSC","DISCHARGE FROM EXITS","2","1","0","K307","0271","06/07/2017","0","0"
"1CTT","LSC","FIRE DRILLS","2","2","0","K307","0712","06/07/2017","0","0"
"1CTT","LSC","PHYSICAL ENVIRONMENT","2","2","0","ZT1N","310","06/07/2017","0","0"
"1CTT","LSC","SPRINKLER SYSTEM - MAINTENANCE AND TESTING","2","1","0","K307","0353","06/07/2017","0","0"
"1CTT","LSC","STAIRWAYS AND SMOKEPROOF ENCLOSURES","1","2","0","K307","0225","06/07/2017","0","0"
"1CTT","LSC","SUBDIVISION OF BUILDING SPACES - SMOKE BARRIE","2","2","0","K307","0372","06/07/2017","0","0"
"1D8C","Health","INFECTION PREVENTION & CONTROL","2","2","0","FF11","0880","09/15/2020","1","0"
"1DI5","Health","RIGHT TO PROMPT EFFORTS TO RESOLVE GRIEVANCES","2","1","0","FF10","0166","05/23/2017","1","0"
"1DWP","Health","DISCHARGE PLANNING PROCESS","2","1","0","FF11","0660","02/01/2019","1","0"
"1DWP","Health","RESIDENTS RIGHTS","2","1","0","ZT1N","100","02/01/2019","1","0"
"1E27","Health","DEPARTMENT CRIMINAL HISTORY REVIEW","2","1","0","E3BP","0818","11/06/2018","0","0"
"1E27","Health","HEALTH PROVIDER NETWORK ACCESS AND REPORTING","2","3","0","4FGA","4077","11/06/2018","0","0"
"1E27","Health","INVESTIGATE/PREVENT/CORRECT ALLEGED VIOLATION","2","1","0","FF11","0610","11/06/2018","1","0"
"1E27","Health","NOTIFY OF CHANGES (INJURY/DECLINE/ROOM, ETC.)","2","1","0","FF11","0580","11/06/2018","1","0"
"1E27","LSC","ELECTRICAL EQUIPMENT - POWER CORDS AND EXTENS","2","1","0","K307","0920","11/04/2018","0","0"
"1E27","LSC","EMERGENCY LIGHTING","2","2","0","K307","0291","11/04/2018","0","0"
"1E27","LSC","FIRE ALARM SYSTEM - TESTING AND MAINTENANCE","2","3","0","K307","0345","11/04/2018","0","0"
"1E27","LSC","FUNDAMENTALS - BUILDING SYSTEM CATEGORIES","2","3","0","K307","0901","11/04/2018","0","0"
"1E27","LSC","GAS AND VACUUM PIPED SYSTEMS - MAINTENANCE PR","2","3","0","K307","0907","11/04/2018","0","0"
"1E27","LSC","ILLUMINATION OF MEANS OF EGRESS","2","1","0","K307","0281","11/04/2018","0","0"
"1E27","LSC","MEANS OF EGRESS - GENERAL","2","1","0","K307","0211","11/04/2018","0","0"
"1E27","LSC","SPRINKLER SYSTEM - INSTALLATION","2","2","0","K307","0351","11/04/2018","0","0"
"1E27","LSC","SPRINKLER SYSTEM - MAINTENANCE AND TESTING","2","2","0","K307","0353","11/04/2018","0","0"
"1EKE","Health","INFECTION CONTROL, PREVENT SPREAD, LINENS","2","1","0","FF10","0441","11/13/2017","0","0"
"1EKE","Health","PHARMACEUTICAL SVC - ACCURATE PROCEDURES, RPH","2","1","0","FF10","0425","11/13/2017","1","0"
"1EKE","Health","SERVICES BY QUALIFIED PERSONS/PER CARE PLAN","2","1","0","FF10","0282","11/13/2017","0","0"
"1EKE","LSC","GAS AND VACUUM PIPED SYSTEMS - MAINTENANCE PR","2","2","0","K307","0907","11/13/2017","0","0"
"1EKE","LSC","SPRINKLER SYSTEM - MAINTENANCE AND TESTING","2","1","0","K307","0353","10/13/2017","0","0"
"1F3I","Health","FREE OF ACCIDENT HAZARDS/SUPERVISION/DEVICES","2","1","0","FF11","0689","11/30/2018","1","0"
"1FDK","Health","INFECTION CONTROL","2","3","0","ZT1N","210","05/23/2019","0","0"
"1FDK","Health","INFECTION PREVENTION & CONTROL","2","1","0","FF11","0880","05/23/2019","0","0"
"1FDK","LSC","ELECTRICAL EQUIPMENT - TESTING AND MAINTENANC","2","2","0","K307","0921","05/24/2019","0","0"
"1FDK","LSC","GAS EQUIPMENT - QUALIFICATIONS AND TRAINING","1","3","0","K307","0926","05/24/2019","0","0"
"1FDK","LSC","MAINTENANCE, INSPECTION & TESTING - DOORS","2","3","0","K307","0761","05/24/2019","0","0"
"1FDK","LSC","POLICIES/PROCEDURES-VOLUNTEERS AND STAFFING","1","3","0","EP01","0024","05/24/2019","0","0"
"1FDK","LSC","ROLES UNDER A WAIVER DECLARED BY SECRETARY","2","2","0","EP01","0026","05/24/2019","0","0"
"1FDK","LSC","SUBDIVISION OF BUILDING SPACES - SMOKE BARRIE","2","1","0","K307","0374","05/24/2019","0","0"
"1FDK","LSC","VERTICAL OPENINGS - ENCLOSURE","2","2","0","K307","0311","05/24/2019","0","0"
"1FZY","Health","DEVELOP/IMPLEMENT COMPREHENSIVE CARE PLAN","2","1","0","FF11","0656",".","1","0"
"1G4O","Health","FREE OF ACCIDENT HAZARDS/SUPERVISION/DEVICES","2","1","0","FF11","0689","12/14/2018","1","0"
"1GDL","Health","DEVELOP COMPREHENSIVE CARE PLANS","2","1","0","FF10","0279","10/27/2017","0","0"
"1GDL","Health","SERVICES BY QUALIFIED PERSONS/PER CARE PLAN","2","1","0","FF10","0282","10/27/2017","0","0"
"1GDL","LSC","HAZARDOUS AREAS - ENCLOSURE","2","1","0","K307","0321","10/22/2017","0","0"
"1GL5","Health","COORDINATION OF PASARR AND ASSESSMENTS","2","1","0","FF11","0644","11/16/2018","0","0"
"1GL5","Health","DEPARTMENT CRIMINAL HISTORY REVIEW","1","2","0","E3BP","0830","10/05/2018","0","0"
"1GL5","Health","DEVELOP/IMPLEMENT COMPREHENSIVE CARE PLAN","2","2","0","FF11","0656","11/16/2018","0","0"
"1GL5","Health","DISPOSE GARBAGE AND REFUSE PROPERLY","2","1","0","FF11","0814","11/16/2018","0","0"
"1GL5","Health","FOOD PROCUREMENT,STORE/PREPARE/SERVE-SANITARY","2","2","0","FF11","0812","11/16/2018","0","0"
"1GL5","Health","FREE OF ACCIDENT HAZARDS/SUPERVISION/DEVICES","2","2","0","FF11","0689","11/16/2018","0","0"
"1GL5","Health","INFECTION CONTROL","2","2","0","ZT1N","210","11/16/2018","0","0"
"1GL5","Health","NOTICE OF BED HOLD POLICY BEFORE/UPON TRNSFR","2","2","0","FF11","0625","11/16/2018","0","0"
"1GL5","Health","NOTICE REQUIREMENTS BEFORE TRANSFER/DISCHARGE","2","2","0","FF11","0623","11/16/2018","0","0"
"1GL5","Health","PASARR SCREENING FOR MD & ID","2","1","0","FF11","0645","11/16/2018","0","0"
"1GL5","Health","SAFE/CLEAN/COMFORTABLE/HOMELIKE ENVIRONMENT","2","1","0","FF11","0584","11/16/2018","0","0"
"1GL5","LSC","DISCHARGE FROM EXITS","2","2","0","K307","0271","11/16/2018","0","0"
"1GL5","LSC","ELECTRICAL EQUIPMENT - POWER CORDS AND EXTENS","2","1","0","K307","0920","11/16/2018","0","0"
"1GL5","LSC","ELECTRICAL EQUIPMENT - TESTING AND MAINTENANC","2","2","0","K307","0921","11/16/2018","0","0"
"1GL5","LSC","ELECTRICAL SYSTEMS - ESSENTIAL ELECTRIC SYSTE","2","1","0","K307","0916","11/16/2018","0","0"
"1GL5","LSC","ELECTRICAL SYSTEMS - ESSENTIAL ELECTRIC SYSTE","2","1","0","K307","0918","11/16/2018","0","0"
"1GL5","LSC","ELECTRICAL SYSTEMS - MAINTENANCE AND TESTING","2","2","0","K307","0914","11/16/2018","0","0"
"1GL5","LSC","EP TRAINING PROGRAM","2","2","0","EP01","0037","11/16/2018","0","0"
"1GL5","LSC","FIRE ALARM SYSTEM - TESTING AND MAINTENANCE","2","2","0","K307","0345","11/16/2018","0","0"
"1GL5","LSC","GAS EQUIPMENT - CYLINDER AND CONTAINER STORAG","2","1","0","K307","0923","11/16/2018","0","0"
"1GL5","LSC","GAS EQUIPMENT - PRECAUTIONS FOR HANDLING OXYG","2","1","0","K307","0929","11/16/2018","0","0"
"1GL5","LSC","MAINTENANCE, INSPECTION & TESTING - DOORS","2","2","0","K307","0761","11/16/2018","0","0"
"1GL5","LSC","MULTIPLE OCCUPANCIES","2","2","0","K307","0131","11/16/2018","0","0"
"1GL5","LSC","ROLES UNDER A WAIVER DECLARED BY SECRETARY","2","2","0","EP01","0026","11/16/2018","0","0"
"1GL5","LSC","SMOKING REGULATIONS","2","2","0","K307","0741","11/16/2018","0","0"
"1GL5","LSC","SPRINKLER SYSTEM - INSTALLATION","2","2","0","K307","0351","11/16/2018","0","0"
"1GL5","LSC","SPRINKLER SYSTEM - MAINTENANCE AND TESTING","2","2","0","K307","0353","11/16/2018","0","0"
"1GL5","LSC","SUBDIVISION OF BUILDING SPACES - SMOKE BARRIE","2","2","0","K307","0372","11/16/2018","0","0"
"1GL5","LSC","UTILITIES - GAS AND ELECTRIC","2","1","0","K307","0511","11/16/2018","0","0"
"1GL5","LSC","VERTICAL OPENINGS - ENCLOSURE","2","2","0","K307","0311","11/16/2018","0","0"
"1GNT","Health","ADLS DO NOT DECLINE UNLESS UNAVOIDABLE","2","1","0","FF10","0310","10/08/2017","0","0"
"1GNT","Health","ADMINISTRATION","2","1","0","FF10","0502","10/08/2017","0","0"
"1GNT","Health","ASSESSMENT ACCURACY/COORDINATION/CERTIFIED","2","2","0","FF10","0278","10/08/2017","0","0"
"1GNT","Health","DEVELOP COMPREHENSIVE CARE PLANS","2","1","0","FF10","0279","10/08/2017","0","0"
"1GNT","Health","DRUG REGIMEN IS FREE FROM UNNECESSARY DRUGS","2","2","0","FF10","0329","10/08/2017","0","0"
"1GNT","Health","FOOD PROCURE, STORE/PREPARE/SERVE - SANITARY","2","2","0","FF10","0371","10/08/2017","0","0"
"1GNT","Health","RESIDENTS FREE OF SIGNIFICANT MED ERRORS","2","1","0","FF10","0333","10/08/2017","0","0"
"1GNT","Health","TREATMENT/CARE FOR SPECIAL NEEDS","2","1","0","FF10","0328","10/08/2017","0","0"
"1GNT","LSC","ELECTRICAL EQUIPMENT - POWER CORDS AND EXTENS","2","2","0","K307","0920","10/08/2017","0","0"
"1GNT","LSC","FUNDAMENTALS - BUILDING SYSTEM CATEGORIES","2","3","0","K307","0901","10/08/2017","0","0"
"1GNT","LSC","PORTABLE FIRE EXTINGUISHERS","2","2","0","K307","0355","10/08/2017","0","0"
"1GNT","LSC","SPRINKLER SYSTEM - INSTALLATION","2","1","0","K307","0351","10/08/2017","0","0"
"1GNT","LSC","SPRINKLER SYSTEM - MAINTENANCE AND TESTING","2","2","0","K307","0353","10/08/2017","0","0"
"1GNT","LSC","STAIRWAYS AND SMOKEPROOF ENCLOSURES","2","1","0","K307","0225","10/08/2017","0","0"
"1GNT","LSC","SUBDIVISION OF BUILDING SPACES - SMOKE BARRIE","2","2","0","K307","0372","10/08/2017","0","0"
"1GNT","LSC","VERTICAL OPENINGS - ENCLOSURE","2","2","0","K307","0311","10/08/2017","0","0"
"1HX8","Health","DEVELOP COMPREHENSIVE CARE PLANS","2","1","0","FF10","0279","03/08/2017","0","0"
"1HX8","Health","DRUG RECORDS, LABEL/STORE DRUGS & BIOLOGICALS","2","1","0","FF10","0431","03/08/2017","0","0"
"1HX8","LSC","ELECTRICAL EQUIPMENT - POWER CORDS AND EXTENS","2","2","0","K307","0920","03/08/2017","0","0"
"1HX8","LSC","ELECTRICAL SYSTEMS - ESSENTIAL ELECTRIC SYSTE","2","1","0","K307","0916","03/08/2017","0","0"
"1HX8","LSC","GAS EQUIPMENT - CYLINDER AND CONTAINER STORAG","2","1","0","K307","0923","03/08/2017","0","0"
"1HX8","LSC","HAZARDOUS AREAS - ENCLOSURE","2","1","0","K307","0321","03/08/2017","0","0"
"1IPL","LSC","COOKING FACILITIES","2","1","0","K307","0324","01/30/2019","0","0"
"1IPL","LSC","DISCHARGE FROM EXITS","2","2","0","K307","0271","01/30/2019","0","0"
"1IPL","LSC","ELECTRICAL SYSTEMS - ESSENTIAL ELECTRIC SYSTE","1","2","0","K307","0918","01/30/2019","0","0"
"1IPL","LSC","ELECTRICAL SYSTEMS - ESSENTIAL ELECTRIC SYSTE","2","1","0","K307","0915",".","0","0"
"1IPL","LSC","SPRINKLER SYSTEM - INSTALLATION","2","1","0","K307","0351","01/30/2019","0","0"
"1IPL","LSC","SPRINKLER SYSTEM - MAINTENANCE AND TESTING","1","2","0","K307","0353","01/30/2019","0","0"
"1IPL","LSC","STAIRWAYS AND SMOKEPROOF ENCLOSURES","2","1","0","K307","0225","01/30/2019","0","0"
"1JNN","Health","ANTICIPATE DISCHARGE: POST-DISCHARGE PLAN","2","1","0","FF10","0284","06/19/2017","1","0"
"1JNN","Health","PROVIDE CARE/SERVICES FOR HIGHEST WELL BEING","2","1","0","FF10","0309","06/19/2017","1","0"
"1JV5","Health","INFECTION PREVENTION & CONTROL","2","1","0","FF11","0880","03/29/2019","0","0"
"1JV5","Health","SAFE/CLEAN/COMFORTABLE/HOMELIKE ENVIRONMENT","2","2","0","FF11","0584","03/29/2019","0","0"
"1JV5","LSC","ELECTRICAL EQUIPMENT - TESTING AND MAINTENANC","2","1","0","K307","0921","03/29/2019","0","0"
"1KXR","Health","DEPARTMENT CRIMINAL HISTORY REVIEW","2","1","0","E3BP","0830","07/14/2017","0","0"
"1KXR","Health","REQUIREMENTS BEFORE SUBMITTING A REQUEST FOR","2","1","0","E3BP","0610","07/14/2017","0","0"
"1KXR","Health","RESPONSIBILITIES OF PROVIDERS; REQUIRED NOTIF","2","1","0","E3BP","1022","07/14/2017","0","0"
"1KXR","Health","RIGHT TO NOTICE BEFORE ROOM/ROOMMATE CHANGE","2","1","0","FF10","0247","07/14/2017","0","0"
"1KXR","LSC","COOKING FACILITIES","2","1","0","K307","0324","07/21/2017","0","0"
"1KXR","LSC","DISCHARGE FROM EXITS","2","2","0","K307","0271","07/21/2017","0","0"
"1KXR","LSC","EGRESS DOORS","2","1","0","K307","0222","07/21/2017","0","0"
"1KXR","LSC","ELECTRICAL SYSTEMS - OTHER","2","2","0","K307","0911","07/21/2017","0","0"
"1KXR","LSC","ILLUMINATION OF MEANS OF EGRESS","1","3","0","K307","0281","07/21/2017","0","0"
"1KXR","LSC","SPRINKLER SYSTEM - INSTALLATION","2","1","0","K307","0351","07/21/2017","0","0"
"1KXR","LSC","SPRINKLER SYSTEM - MAINTENANCE AND TESTING","2","1","0","K307","0353","07/21/2017","0","0"
"1L8O","Health","FOOD PROCUREMENT,STORE/PREPARE/SERVE-SANITARY","2","2","0","FF11","0812","04/30/2018","1","0"
"1M21","LSC","ELECTRICAL SYSTEMS - ESSENTIAL ELECTRIC SYSTE","2","2","0","K307","0918","01/06/2020","0","0"
"1NEE","Health","REPORTING OF ALLEGED VIOLATIONS","2","1","0","FF11","0609","05/31/2018","1","0"
"1OZU","Health","CRIMINAL HISTORY RECORD CHECK PROCESS","1","3","0","E3BP","0704","10/31/2017","0","0"
"1OZU","Health","DEPARTMENT CRIMINAL HISTORY REVIEW","2","1","0","E3BP","0830","10/31/2017","0","0"
"1OZU","Health","DEVELOP COMPREHENSIVE CARE PLANS","2","1","0","FF10","0279","10/31/2017","0","0"
"1OZU","Health","HOUSEKEEPING & MAINTENANCE SERVICES","2","2","0","FF10","0253","10/31/2017","0","0"
"1OZU","Health","INFECTION CONTROL, PREVENT SPREAD, LINENS","2","1","0","FF10","0441","10/31/2017","0","0"
"1OZU","Health","POSTED NURSE STAFFING INFORMATION","1","3","0","FF10","0356","10/31/2017","0","0"
"1OZU","Health","RIGHT TO SURVEY RESULTS - READILY ACCESSIBLE","1","3","0","FF10","0167","10/31/2017","0","0"
"1OZU","LSC","COOKING FACILITIES","2","1","0","K307","0324","10/31/2017","0","0"
"1OZU","LSC","CORRIDOR - DOORS","2","1","0","K307","0363","10/31/2017","0","0"
"1OZU","LSC","FIRE DRILLS","2","1","0","K307","0712","10/31/2017","0","0"
"1OZU","LSC","SPRINKLER SYSTEM - INSTALLATION","2","2","0","K307","0351","11/06/2017","0","0"
"1OZU","LSC","SPRINKLER SYSTEM - MAINTENANCE AND TESTING","2","1","0","K307","0353","10/06/2017","0","0"
"1OZU","LSC","STANDARDS OF CONSTRUCTION FOR NEW NH","2","1","0","ZT1N","570","10/31/2017","0","0"
"1PP3","Health","REPORTING OF ALLEGED VIOLATIONS","2","1","0","FF11","0609","04/20/2018","1","0"
"1Q83","Health","FREE OF ACCIDENT HAZARDS/SUPERVISION/DEVICES","2","1","0","FF10","0323","10/16/2017","1","0"
"1Q83","Health","INVESTIGATE/REPORT ALLEGATIONS/INDIVIDUALS","2","1","0","FF10","0225","10/16/2017","1","0"
"1QMZ","Health","DRUG REGIMEN IS FREE FROM UNNECESSARY DRUGS","2","1","0","FF10","0329","06/16/2017","0","0"
"1QMZ","Health","FOOD PROCURE, STORE/PREPARE/SERVE - SANITARY","2","2","0","FF10","0371","06/16/2017","0","0"
"1QMZ","Health","HOUSEKEEPING & MAINTENANCE SERVICES","1","2","0","FF10","0253","06/16/2017","0","0"
"1QMZ","Health","INVESTIGATE/REPORT ALLEGATIONS/INDIVIDUALS","2","1","0","FF10","0225","06/16/2017","1","0"
"1QMZ","Health","PHARMACEUTICAL SVC - ACCURATE PROCEDURES, RPH","2","1","0","FF10","0425","06/16/2017","0","0"
"1QMZ","Health","SERVICES BY QUALIFIED PERSONS/PER CARE PLAN","2","1","0","FF10","0282","06/20/2017","1","0"
"1QMZ","Health","STANDARDS OF CONSTRUCTION FOR NEW EXISTING NH","1","2","0","ZT1N","560","07/06/2017","0","0"
"1QMZ","LSC","BUILDING CONSTRUCTION TYPE AND HEIGHT","2","2","0","K307","0161","07/18/2017","0","1"
"1QMZ","LSC","ELECTRICAL EQUIPMENT - POWER CORDS AND EXTENS","2","1","0","K307","0920","06/16/2017","0","0"
"1QMZ","LSC","ELECTRICAL SYSTEMS - OTHER","2","2","0","K307","0911","06/16/2017","0","0"
"1QMZ","LSC","ELEVATORS","2","2","0","K307","0531","06/16/2017","0","0"
"1QMZ","LSC","FIRE ALARM SYSTEM - TESTING AND MAINTENANCE","2","2","0","K307","0345","06/16/2017","0","0"
"1QMZ","LSC","GAS EQUIPMENT - PRECAUTIONS FOR HANDLING OXYG","2","2","0","K307","0929","06/16/2017","0","0"
"1QMZ","LSC","PORTABLE FIRE EXTINGUISHERS","2","2","0","K307","0355","06/16/2017","0","0"
"1QMZ","LSC","SUBDIVISION OF BUILDING SPACES - SMOKE BARRIE","2","2","0","K307","0372","06/16/2017","0","0"
"1QMZ","LSC","SUBDIVISION OF BUILDING SPACES - SMOKE BARRIE","2","2","0","K307","0374","06/16/2017","0","0"
"1QPM","Health","RIGHT TO PARTICIPATE PLANNING CARE-REVISE CP","2","1","0","FF10","0280","04/30/2017","0","0"
"1QPM","LSC","DISCHARGE FROM EXITS","2","1","0","K307","0271","04/21/2017","0","0"
"1QPM","LSC","STAIRWAYS AND SMOKEPROOF ENCLOSURES","2","1","0","K307","0225","04/21/2017","0","0"
"1RA3","Health","DEVELOP COMPREHENSIVE CARE PLANS","2","1","0","FF09","0279","02/13/2017","1","0"
"1RA3","Health","DRUG RECORDS, LABEL/STORE DRUGS & BIOLOGICALS","2","2","0","FF09","0431","02/13/2017","1","0"
"1RA3","Health","EFFECTIVE ADMINISTRATION/RESIDENT WELL-BEING","2","2","0","FF09","0490","02/13/2017","1","0"
"1RA3","Health","FREQUENCY OF MEALS/SNACKS AT BEDTIME","2","1","0","FF09","0368","02/13/2017","1","0"
"1RA3","Health","INFECTION CONTROL, PREVENT SPREAD, LINENS","2","1","0","FF09","0441","02/13/2017","1","0"
"1RA3","Health","PROVIDE CARE/SERVICES FOR HIGHEST WELL BEING","2","1","0","FF09","0309","02/13/2017","1","0"
"1RA3","Health","RES RECORDS-COMPLETE/ACCURATE/ACCESSIBLE","2","2","0","FF09","0514","02/13/2017","1","0"
"1RJ0","Health","FREE OF ACCIDENT HAZARDS/SUPERVISION/DEVICES","2","1","0","FF11","0689","09/30/2019","0","0"
"1RJ0","LSC","SPRINKLER SYSTEM - INSTALLATION","1","2","0","K307","0351",".","0","0"
"1SDI","Health","ACCURACY OF ASSESSMENTS","2","1","0","FF11","0641",".","1","0"
"1SDI","Health","QUALITY OF CARE","2","1","0","FF11","0684",".","1","0"
"1TKR","Health","FREE FROM ABUSE AND NEGLECT","2","1","0","FF11","0600","07/16/2020","1","0"
"1TPR","Health","INFECTION CONTROL, PREVENT SPREAD, LINENS","2","1","0","FF09","0441","12/31/2016","1","0"
"1TPR","Health","INVESTIGATE/REPORT ALLEGATIONS/INDIVIDUALS","2","1","0","FF09","0225","12/31/2016","1","0"
"1TPR","Health","SERVICES BY QUALIFIED PERSONS/PER CARE PLAN","2","1","0","FF09","0282","12/31/2016","1","0"
"1UGE","Health","FREE OF ACCIDENT HAZARDS/SUPERVISION/DEVICES","3","1","0","FF11","0689","03/16/2018","1","0"
"1V1N","LSC","ELECTRICAL EQUIPMENT - POWER CORDS AND EXTENS","2","1","0","K307","0920","07/02/2018","0","0"
"1V1N","LSC","FIRE ALARM SYSTEM - TESTING AND MAINTENANCE","2","1","0","K307","0345","07/02/2018","0","0"
"1V1N","LSC","SMOKE DETECTION","2","1","0","K307","0347","07/02/2018","0","0"
"1V59","Health","BOWEL/BLADDER INCONTINENCE, CATHETER, UTI","2","1","0","FF11","0690","08/10/2018","1","0"
"1WRH","Health","ACTIVITIES DAILY LIVING (ADLS)/MNTN ABILITIES","2","1","0","FF11","0676","11/25/2019","0","0"
"1WRH","Health","FREE OF ACCIDENT HAZARDS/SUPERVISION/DEVICES","2","1","0","FF11","0689","11/25/2019","0","0"
"1WRH","LSC","EGRESS DOORS","2","2","0","K307","0222","12/20/2019","0","0"
"1WRH","LSC","ELECTRICAL EQUIPMENT - TESTING AND MAINTENANC","2","1","0","K307","0921","12/20/2019","0","0"
"1WRH","LSC","FIRE DRILLS","2","2","0","K307","0712","12/20/2019","0","0"
"1WRH","LSC","GAS EQUIPMENT - CYLINDER AND CONTAINER STORAG","2","1","0","K307","0923","12/20/2019","0","0"
"1WRH","LSC","HORIZONTAL SLIDING DOORS","2","1","0","K307","0224","12/20/2019","0","0"
"1WRH","LSC","SPRINKLER SYSTEM - MAINTENANCE AND TESTING","2","1","0","K307","0353","12/20/2019","0","0"
"1WRH","LSC","STAIRWAYS AND SMOKEPROOF ENCLOSURES","2","2","0","K307","0225","12/20/2019","0","0"
"1X05","Health","ADL CARE PROVIDED FOR DEPENDENT RESIDENTS","2","1","0","FF11","0677","12/23/2019","0","0"
"1X05","Health","DEVELOP/IMPLEMENT COMPREHENSIVE CARE PLAN","2","1","0","FF11","0656","12/23/2019","0","0"
"1X05","Health","DIALYSIS","2","1","0","FF11","0698","12/23/2019","0","0"
"1X05","Health","DISCHARGE SUMMARY","2","1","0","FF11","0661","12/23/2019","0","0"
"1X05","Health","RESPIRATORY/TRACHEOSTOMY CARE AND SUCTIONING","2","1","0","FF11","0695","12/23/2019","0","0"
"1X05","Health","TREATMENT/SERVICE FOR DEMENTIA","2","1","0","FF11","0744",".","0","0"
"1X05","LSC","MEANS OF EGRESS - GENERAL","2","1","0","K307","0211","12/23/2019","0","0"
"1X05","LSC","PHYSICAL ENVIRONMENT","2","1","0","ZT1N","310","12/23/2019","0","0"
"1X05","LSC","STAIRWAYS AND SMOKEPROOF ENCLOSURES","2","2","0","K307","0225","12/23/2019","0","0"
"1X05","LSC","STANDARDS OF CONSTRUCTION FOR NEW EXISTING NH","2","1","0","ZT1N","560","12/23/2019","0","0"
"1Y48","Health","RIGHT TO PRIVACY - SEND/RECEIVE UNOPENED MAIL","2","2","0","FF10","0170","10/13/2017","1","0"
"1Y7O","Health","DRUG REGIMEN IS FREE FROM UNNECESSARY DRUGS","2","1","0","FF09","0329","12/30/2016","0","0"
"1Y7O","Health","FOOD PROCURE, STORE/PREPARE/SERVE - SANITARY","2","2","0","FF09","0371","12/30/2016","0","0"
"1Y7O","Health","PROVIDE CARE/SERVICES FOR HIGHEST WELL BEING","2","2","0","FF09","0309","12/30/2016","0","0"
"1Y7O","LSC","DOORS WITH SELF-CLOSING DEVICES","2","1","0","K307","0223","12/30/2016","0","0"
"1Y7O","LSC","SPRINKLER SYSTEM - INSTALLATION","2","2","0","K307","0351","12/30/2016","0","0"
"1ZGF","Health","DEVELOP COMPREHENSIVE CARE PLANS","2","1","0","FF10","0279","07/24/2017","0","0"
"1ZGF","Health","DRUG REGIMEN IS FREE FROM UNNECESSARY DRUGS","2","1","0","FF10","0329","07/24/2017","0","0"
"1ZGF","Health","INVESTIGATE/REPORT ALLEGATIONS/INDIVIDUALS","2","1","0","FF10","0225","07/24/2017","0","0"
"1ZGF","Health","PHYSICAL ENVIRONMENT","1","2","0","ZT1N","310","07/24/2017","0","0"
"1ZGF","LSC","HVAC","2","1","0","K307","0521","07/24/2017","0","0"
"1ZGF","LSC","MEANS OF EGRESS - GENERAL","2","1","0","K307","0211","07/24/2017","0","0"
"1ZZ7","Health","DRUG REGIMEN IS FREE FROM UNNECESSARY DRUGS","2","1","0","FF10","0329","04/01/2017","1","0"
"1ZZ7","Health","RESIDENTS FREE OF SIGNIFICANT MED ERRORS","2","2","0","FF10","0333","04/01/2017","1","0"
"1ZZ7","Health","TREATMENT/SVCS TO PREVENT/HEAL PRESSURE SORES","2","1","0","FF10","0314","04/01/2017","1","0"
"20QD","Health","DEPARTMENT CRIMINAL HISTORY REVIEW","2","1","0","E3BP","0830","02/13/2018","0","0"
"20QD","Health","DEVELOP/IMPLEMENT COMPREHENSIVE CARE PLAN","2","1","0","FF11","0656","02/13/2018","0","0"
"20QD","Health","DRUG REGIMEN REVIEW, REPORT IRREGULAR, ACT ON","2","1","0","FF11","0756","02/13/2018","0","0"
"20QD","Health","FREE FROM UNNEC PSYCHOTROPIC MEDS/PRN USE","2","1","0","FF11","0758","02/13/2018","0","0"
"20QD","Health","PERSONAL PRIVACY/CONFIDENTIALITY OF RECORDS","2","2","0","FF11","0583","02/13/2018","0","0"
"20QD","LSC","ARRANGEMENT WITH OTHER FACILITIES","1","3","0","EP01","0025","04/23/2018","0","0"
"20QD","LSC","DEVELOPMENT OF COMMUNICATION PLAN","1","3","0","EP01","0029","04/23/2018","0","0"
"20QD","LSC","EMERGENCY OFFICIALS CONTACT INFORMATION","1","3","0","EP01","0031","04/23/2018","0","0"
"20QD","LSC","EP PROGRAM PATIENT POPULATION","1","3","0","EP01","0007","04/23/2018","0","0"
"20QD","LSC","EP TESTING REQUIREMENTS","1","3","0","EP01","0039","04/23/2018","0","0"
"20QD","LSC","EP TRAINING PROGRAM","1","3","0","EP01","0037","04/23/2018","0","0"
"20QD","LSC","INTEGRATED EP PROGRAM","1","3","0","EP01","0042","04/23/2018","0","0"
"20QD","LSC","LOCAL, STATE, TRIBAL COLLABORATION PROCESS","1","3","0","EP01","0009","04/23/2018","0","0"
"20QD","LSC","LTC AND ICF/IID SHARING PLAN WITH PATIENTS","1","3","0","EP01","0035","04/23/2018","0","0"
"20QD","LSC","NAMES AND CONTACT INFORMATION","1","3","0","EP01","0030","04/23/2018","0","0"
"20QD","LSC","POLICIES/PROCEDURES FOR SHELTERING IN PLACE","1","3","0","EP01","0022","04/23/2018","0","0"
"20QD","LSC","POLICIES/PROCEDURES-VOLUNTEERS AND STAFFING","1","3","0","EP01","0024","04/23/2018","0","0"
"20QD","LSC","PRIMARY/ALTERNATE MEANS FOR COMMUNICATION","1","3","0","EP01","0032","04/23/2018","0","0"
"20QD","LSC","PROCEDURES FOR TRACKING OF STAFF AND PATIENTS","1","3","0","EP01","0018","04/23/2018","0","0"
