"FACILITY_ID","SURVEY_ID","INITIAL_SURVEY_DATE","SURVEY_TYPE","TOTAL_VISITS_REQUIRED"
"320","GQW7","11/21/2019","CERTIFICATION","2"
"320","K3R2","06/29/2018","CERTIFICATION/COMPLAINT","2"
"320","KXTC","06/18/2020","COMPLAINT","1"
"326","5P1D","06/10/2020","COMPLAINT","1"
"326","A4RU","01/20/2017","CERTIFICATION/COMPLAINT","2"
"326","C319","01/31/2020","CERTIFICATION/COMPLAINT","2"
"326","HOX1","10/17/2017","COMPLAINT","2"
"326","I4CX","03/25/2019","COMPLAINT","2"
"326","N102","11/30/2018","CERTIFICATION/COMPLAINT","2"
"326","PGQT","07/23/2020","COMPLAINT","1"
"331","6KXT","05/20/2020","COMPLAINT","1"
"331","HYIS","07/15/2020","COMPLAINT","1"
"331","Q51J","01/10/2017","CERTIFICATION/COMPLAINT","2"
"331","Q98F","08/21/2018","CERTIFICATION/COMPLAINT","2"
"331","YU5Z","12/10/2019","CERTIFICATION/COMPLAINT","2"
"335","6BDO","05/09/2019","CERTIFICATION/COMPLAINT","2"
"335","NYFX","06/23/2020","COMPLAINT","1"
"335","WM9H","01/25/2018","CERTIFICATION/COMPLAINT","2"
"337","269C","08/06/2020","COMPLAINT","1"
"337","4IWD","10/01/2020","COMPLAINT","1"
"337","79GE","05/04/2020","COMPLAINT","1"
"337","7YGR","07/20/2020","COMPLAINT","2"
"337","9PF2","09/13/2017","CERTIFICATION","2"
"337","DK99","04/08/2019","COMPLAINT","2"
"337","M4LF","05/16/2020","COMPLAINT","2"
"337","RH7L","06/03/2020","COMPLAINT","2"
"337","RJEC","02/21/2017","COMPLAINT","3"
"337","TGQF","07/24/2019","CERTIFICATION/COMPLAINT","2"
"337","X6HW","02/07/2020","COMPLAINT","2"
"337","YMKT","09/01/2020","COMPLAINT","1"
"343","ISB3","11/21/2019","CERTIFICATION","3"
"343","KWEJ","05/20/2020","COMPLAINT","1"
"343","MH9X","09/13/2018","CERTIFICATION","2"
"343","MMFH","05/24/2017","CERTIFICATION/COMPLAINT","2"
"343","O1C5","10/28/2019","COMPLAINT","2"
"343","UF40","07/17/2020","COMPLAINT","1"
"344","0LCI","07/18/2018","COMPLAINT","2"
"344","EM57","06/13/2018","COMPLAINT","2"
"344","EVJ7","01/31/2020","COMPLAINT","2"
"344","FRSC","03/20/2019","CERTIFICATION/COMPLAINT","2"
"344","GUNM","10/05/2018","COMPLAINT","2"
"344","IBP9","08/17/2017","COMPLAINT","2"
"344","IKCI","11/17/2017","CERTIFICATION/COMPLAINT","2"
"344","OI5G","06/08/2020","COMPLAINT","2"
"344","UD1K","01/17/2020","COMPLAINT","2"
"344","WRXH","10/16/2019","COMPLAINT","2"
"349","HZ7R","05/06/2020","COMPLAINT","1"
"349","NULV","03/21/2018","CERTIFICATION","2"
"349","T2JI","09/09/2019","CERTIFICATION/COMPLAINT","2"
"350","7I9K","11/17/2017","CERTIFICATION/COMPLAINT","2"
"350","BE14","05/28/2020","COMPLAINT","1"
"350","VZCL","08/14/2019","CERTIFICATION","2"
"357","0RFP","11/16/2016","CERTIFICATION/COMPLAINT","2"
"357","114C","02/28/2020","COMPLAINT","2"
"357","3STX","08/29/2019","COMPLAINT","2"
"357","74K0","09/19/2019","CERTIFICATION/COMPLAINT","2"
"357","8UC3","05/21/2020","COMPLAINT","1"
"357","G8UJ","07/10/2017","COMPLAINT","2"
"357","HCX5","09/16/2020","COMPLAINT","1"
"357","HVCB","07/18/2019","COMPLAINT","2"
"357","LF4S","12/11/2018","COMPLAINT","2"
"357","MN1O","06/05/2020","COMPLAINT","1"
"357","U5F2","03/14/2018","CERTIFICATION/COMPLAINT","2"
"357","VJ65","04/01/2019","COMPLAINT","2"
"360","02OP","07/25/2019","CERTIFICATION/COMPLAINT","2"
"360","125P","02/21/2019","COMPLAINT","2"
"360","2RIC","02/23/2018","CERTIFICATION/COMPLAINT","2"
"360","4JKE","07/30/2020","COMPLAINT","1"
"360","7NX8","07/31/2020","COMPLAINT","2"
"360","CKJI","04/03/2018","COMPLAINT","2"
"360","ILKU","06/08/2020","COMPLAINT","1"
"360","J6OC","08/14/2020","COMPLAINT","1"
"364","0M9J","05/15/2020","COMPLAINT","1"
"364","50DH","05/28/2020","COMPLAINT","1"
"364","INPL","06/14/2018","CERTIFICATION/COMPLAINT","2"
"364","NHA3","02/01/2017","CERTIFICATION","2"
"364","SCBS","05/29/2020","COMPLAINT","2"
"364","U1JX","10/02/2019","CERTIFICATION/COMPLAINT","2"
"368","0QF6","04/24/2019","CERTIFICATION","2"
"368","2NYK","04/17/2017","COMPLAINT","2"
"368","46ZD","10/26/2019","COMPLAINT","2"
"368","IFS4","10/25/2017","CERTIFICATION/COMPLAINT","2"
"368","LKTL","12/15/2017","COMPLAINT","2"
"368","NM9D","12/10/2019","COMPLAINT","2"
"368","O3W4","05/27/2020","COMPLAINT","1"
"381","0NKB","10/17/2017","CERTIFICATION/COMPLAINT","2"
"381","2CO0","05/28/2020","COMPLAINT","1"
"381","56DP","10/17/2018","COMPLAINT","2"
"381","61P7","10/16/2019","COMPLAINT","2"
"381","8NOP","04/25/2019","CERTIFICATION/COMPLAINT","2"
"381","HG86","05/21/2019","COMPLAINT","2"
"381","VI2X","04/30/2018","COMPLAINT","2"
"384","7SPS","02/02/2017","CERTIFICATION/COMPLAINT","2"
"384","86U5","12/04/2019","CERTIFICATION/COMPLAINT","2"
"384","KKBN","06/20/2018","CERTIFICATION/COMPLAINT","2"
"384","PT11","10/23/2018","COMPLAINT","2"
"384","RJ6L","11/22/2019","COMPLAINT","2"
"384","T52I","09/01/2020","COMPLAINT","1"
"384","TIL7","05/29/2020","COMPLAINT","1"
"384","YU2A","01/30/2020","COMPLAINT","2"
"387","D6Y0","04/24/2019","CERTIFICATION","3"
"387","DTXZ","05/05/2020","COMPLAINT","1"
"387","MEPP","12/01/2017","CERTIFICATION","2"
"390","0E4H","07/12/2019","CERTIFICATION/COMPLAINT","2"
"390","6LML","06/16/2020","COMPLAINT","1"
"390","GDEF","08/25/2020","COMPLAINT","1"
"390","HORO","07/28/2020","COMPLAINT","1"
"390","IXDG","02/18/2020","COMPLAINT","2"
"390","MX27","12/28/2017","CERTIFICATION","2"
"390","OXS5","06/11/2018","COMPLAINT","2"
"390","TZSV","09/21/2018","COMPLAINT","2"
"392","MHNV","03/08/2017","CERTIFICATION","2"
"392","O9BJ","09/13/2019","CERTIFICATION","2"
"392","PXJE","02/07/2018","COMPLAINT","2"
"392","R6CQ","05/14/2018","CERTIFICATION","2"
"392","Y40Z","05/20/2020","COMPLAINT","1"
"398","75RQ","08/26/2020","COMPLAINT","1"
"398","EKW5","05/14/2020","COMPLAINT","1"
"398","NMGO","08/25/2020","COMPLAINT","1"
"398","SWQO","02/27/2018","CERTIFICATION/COMPLAINT","2"
"398","WU1Q","06/27/2019","CERTIFICATION/COMPLAINT","2"
"403","3FZN","06/02/2017","CERTIFICATION/COMPLAINT","2"
"403","4PYP","10/11/2018","CERTIFICATION/COMPLAINT","2"
"403","5NHC","10/20/2017","COMPLAINT","2"
"403","7EB0","05/05/2020","COMPLAINT","2"
"403","7PE8","03/27/2019","COMPLAINT","2"
"403","BYCV","08/17/2020","COMPLAINT","1"
"403","DTG2","08/26/2020","COMPLAINT","1"
"403","FT4Q","11/18/2019","COMPLAINT","2"
"403","IE4L","01/19/2018","COMPLAINT","2"
"403","LYK1","05/27/2020","COMPLAINT","1"
"403","P38B","11/14/2019","CERTIFICATION/COMPLAINT","2"
"431","5ZLN","08/10/2017","CERTIFICATION","2"
"431","EBT1","01/30/2019","CERTIFICATION/COMPLAINT","2"
"431","KGOU","05/27/2020","COMPLAINT","1"
"434","03X1","02/23/2018","CERTIFICATION","2"
"434","QVJ8","12/02/2016","CERTIFICATION","2"
"434","UWK3","05/07/2019","CERTIFICATION","2"
"434","ZOJ8","05/21/2020","COMPLAINT","2"
"437","1V59","06/08/2018","COMPLAINT","2"
"437","8J1Y","08/31/2018","COMPLAINT","2"
"437","A9JE","07/13/2017","CERTIFICATION/COMPLAINT","2"
"437","DF0W","05/15/2020","COMPLAINT","1"
"437","PLYE","07/10/2020","COMPLAINT","2"
"437","QX2W","12/21/2018","CERTIFICATION/COMPLAINT","2"
"440","1UGE","01/26/2018","COMPLAINT","2"
"440","24PG","09/22/2020","COMPLAINT","1"
"440","41Z9","05/25/2019","COMPLAINT","2"
"440","5E6I","05/04/2018","CERTIFICATION/COMPLAINT","2"
"440","849V","07/15/2020","COMPLAINT","1"
"440","9U5Z","02/07/2017","CERTIFICATION/COMPLAINT","2"
"440","CP82","08/27/2020","COMPLAINT","1"
"440","E20C","05/19/2020","COMPLAINT","1"
"440","L58T","08/02/2018","COMPLAINT","2"
"440","PD7A","11/06/2019","COMPLAINT","2"
"440","Y9SO","08/08/2018","COMPLAINT","2"
"440","YUZL","10/22/2019","CERTIFICATION","2"
"442","5SN1","05/09/2017","COMPLAINT","2"
"442","6PMG","05/12/2020","COMPLAINT","1"
"442","7CTQ","04/03/2019","CERTIFICATION","2"
"442","MR0D","11/09/2017","CERTIFICATION/COMPLAINT","2"
"442","OJY7","10/18/2019","COMPLAINT","2"
"442","TZC7","01/23/2017","COMPLAINT","2"
"442","YQBF","02/15/2017","COMPLAINT","2"
"444","OZIQ","10/08/2019","CERTIFICATION","2"
"444","S0J6","05/26/2017","COMPLAINT","1"
"444","TJ4X","06/09/2020","COMPLAINT","1"
"444","TW8Q","12/21/2016","CERTIFICATION/COMPLAINT","2"
"444","Z6OF","03/22/2018","CERTIFICATION/COMPLAINT","2"
"446","403P","04/17/2018","COMPLAINT","2"
"446","5FGI","07/31/2017","CERTIFICATION","2"
"446","7B5V","02/17/2017","COMPLAINT","2"
"446","CLP3","07/25/2019","COMPLAINT","2"
"446","GW62","01/29/2018","COMPLAINT","2"
"446","P7FK","05/06/2020","COMPLAINT","1"
"446","PH07","11/30/2018","CERTIFICATION/COMPLAINT","2"
"446","RK7N","06/08/2020","COMPLAINT","3"
"446","T0B6","02/26/2019","COMPLAINT","2"
"446","T904","07/06/2018","COMPLAINT","2"
"446","UZG4","07/13/2018","COMPLAINT","2"
"446","W0IU","12/19/2019","CERTIFICATION","2"
"446","ZDN4","01/27/2020","COMPLAINT","2"
"448","0R16","05/11/2018","COMPLAINT","2"
"448","0SZG","04/17/2017","CERTIFICATION","2"
"448","3P42","03/05/2020","COMPLAINT","2"
"448","44MT","01/07/2019","COMPLAINT","2"
"448","B125","05/19/2020","COMPLAINT","1"
"448","CNLP","06/06/2018","CERTIFICATION/COMPLAINT","4"
"448","EZV7","06/19/2018","COMPLAINT","2"
"448","PGE4","10/13/2017","COMPLAINT","2"
"448","QMKZ","12/16/2019","CERTIFICATION/COMPLAINT","2"
"448","SNLP","05/30/2019","CERTIFICATION/COMPLAINT","3"
"448","SS71","02/16/2017","COMPLAINT","2"
"448","XZS2","09/14/2020","CERTIFICATION","1"
"448","Y9YC","09/09/2020","COMPLAINT","1"
"449","0KFB","05/21/2018","CERTIFICATION/COMPLAINT","3"
"449","18FH","08/02/2019","COMPLAINT","2"
"449","71M2","03/20/2019","COMPLAINT","2"
"449","AOHL","12/27/2018","COMPLAINT","2"
"449","EQET","03/01/2017","CERTIFICATION/COMPLAINT","2"
"449","R8OD","06/16/2020","COMPLAINT","1"
"449","YHYI","08/22/2019","CERTIFICATION/COMPLAINT","3"
"457","9PME","03/04/2020","CERTIFICATION","2"
"457","PJIO","05/26/2020","COMPLAINT","2"
"457","TK7J","03/21/2019","CERTIFICATION","2"
"457","TTG1","11/08/2017","CERTIFICATION","2"
"459","8ODN","01/30/2017","CERTIFICATION/COMPLAINT","2"
"459","9S6W","06/08/2020","COMPLAINT","1"
"459","G659","07/23/2019","CERTIFICATION","2"
"459","JIEJ","04/10/2018","CERTIFICATION/COMPLAINT","2"
"462","3NRS","02/03/2020","CERTIFICATION","2"
"462","9UFH","12/12/2018","CERTIFICATION/COMPLAINT","2"
"462","EUUE","05/22/2020","COMPLAINT","1"
"462","Q5VT","08/04/2017","CERTIFICATION","2"
"463","CFBZ","07/06/2020","COMPLAINT","2"
"463","D2ES","04/30/2020","COMPLAINT","1"
"463","FXM2","03/05/2020","CERTIFICATION/COMPLAINT","2"
"463","V7EV","06/24/2020","COMPLAINT","1"
"463","VDIX","08/31/2017","CERTIFICATION/COMPLAINT","2"
"463","YCDB","01/09/2019","CERTIFICATION/COMPLAINT","2"
"464","EE09","05/20/2020","COMPLAINT","1"
"464","FTC5","03/14/2018","CERTIFICATION/COMPLAINT","2"
"464","HPHD","09/17/2019","CERTIFICATION","2"
"464","UQ79","12/02/2016","CERTIFICATION","2"
"465","436S","04/07/2017","CERTIFICATION/COMPLAINT","2"
"465","8IX0","12/06/2019","CERTIFICATION","2"
"465","LPML","02/22/2018","COMPLAINT","2"
"465","TW3Z","08/06/2018","CERTIFICATION/COMPLAINT","2"
"465","UXQF","04/23/2020","COMPLAINT","2"
"466","0FHS","05/21/2020","COMPLAINT","1"
"466","HVO9","08/02/2018","CERTIFICATION/COMPLAINT","2"
"466","KDD2","11/01/2019","CERTIFICATION","2"
"466","Y40M","04/21/2017","CERTIFICATION/COMPLAINT","2"
"469","CUZ2","03/12/2019","CERTIFICATION","2"
"469","J417","08/26/2020","COMPLAINT","1"
"469","RIZ3","10/02/2017","CERTIFICATION/COMPLAINT","2"
"469","T94F","06/15/2020","COMPLAINT","1"
"470","3236","01/31/2019","COMPLAINT","2"
"470","5Z8W","01/05/2018","COMPLAINT","2"
"470","8V04","10/05/2020","CERTIFICATION/COMPLAINT","1"
"470","9IOT","01/13/2017","COMPLAINT","2"
"470","CMRC","01/08/2020","COMPLAINT","2"
"470","CVZL","06/29/2018","CERTIFICATION/COMPLAINT","3"
"470","E91W","04/24/2020","COMPLAINT","2"
"470","EEP8","12/19/2017","COMPLAINT","2"
"470","Q8NB","06/29/2020","COMPLAINT","2"
"470","QBPE","08/21/2017","COMPLAINT","3"
"470","QLE4","03/09/2017","CERTIFICATION","2"
"470","UR9R","06/05/2019","COMPLAINT","3"
"470","VV15","05/09/2019","CERTIFICATION/COMPLAINT","3"
"470","ZEQW","12/08/2016","COMPLAINT","2"
"470","ZO85","02/05/2020","COMPLAINT","2"
"472","45RD","06/09/2017","CERTIFICATION","2"
"472","GM83","01/09/2020","CERTIFICATION","2"
"472","RC6I","10/05/2018","CERTIFICATION/COMPLAINT","2"
"472","T50T","06/11/2020","COMPLAINT","1"
"473","8W28","03/09/2018","CERTIFICATION","3"
"473","F8S6","06/21/2019","CERTIFICATION","2"
"473","H5R7","12/20/2016","CERTIFICATION","2"
"473","VALJ","05/18/2020","COMPLAINT","1"
"474","09K9","09/14/2020","COMPLAINT","1"
"474","C5D6","10/17/2018","CERTIFICATION","2"
"474","IC8T","05/14/2020","COMPLAINT","1"
"474","J1CG","05/16/2017","CERTIFICATION","2"
"474","KH9M","02/05/2020","CERTIFICATION","2"
"474","N8ZG","07/13/2020","COMPLAINT","1"
"475","HEJU","02/14/2017","CERTIFICATION/COMPLAINT","2"
"475","LLDG","03/29/2018","CERTIFICATION/COMPLAINT","2"
"475","T2I2","05/18/2020","COMPLAINT","1"
"475","TGGF","09/28/2018","COMPLAINT","2"
"475","W0NS","09/04/2019","CERTIFICATION","2"
"476","00D6","05/29/2020","COMPLAINT","1"
"476","4ILE","04/30/2019","COMPLAINT","2"
"476","69LG","06/20/2018","CERTIFICATION","2"
"476","U9VZ","03/29/2017","CERTIFICATION","2"
"476","XCMG","01/07/2020","CERTIFICATION","2"
"477","45T2","02/25/2019","CERTIFICATION/COMPLAINT","2"
"477","8J49","02/25/2020","CERTIFICATION","2"
"477","H3JX","09/11/2017","CERTIFICATION/COMPLAINT","2"
"477","OXUE","06/05/2020","COMPLAINT","1"
"478","2LD0","04/07/2017","CERTIFICATION","2"
"478","5ZVO","05/22/2020","COMPLAINT","1"
"478","BYW3","02/26/2018","COMPLAINT","2"
"478","FVV4","08/12/2020","COMPLAINT","2"
"478","LSSK","07/13/2018","CERTIFICATION","2"
"478","R7ES","08/18/2017","COMPLAINT","2"
"478","ZCD4","09/30/2019","CERTIFICATION","2"
"479","0ER2","04/23/2018","CERTIFICATION/COMPLAINT","2"
"479","6N4M","07/26/2019","COMPLAINT","2"
"479","83RK","01/10/2017","CERTIFICATION/COMPLAINT","2"
"479","8JQ8","05/02/2018","COMPLAINT","2"
"479","I7U0","05/25/2020","COMPLAINT","1"
"479","NY0I","09/04/2019","COMPLAINT","2"
"479","OH8V","11/21/2019","COMPLAINT","2"
"479","VKMG","11/14/2019","CERTIFICATION","2"
"481","B7J0","04/03/2019","CERTIFICATION","2"
"481","C0UY","12/01/2017","CERTIFICATION","3"
"481","U3SR","06/25/2020","COMPLAINT","2"
"481","UV8H","06/12/2020","COMPLAINT","1"
"483","6TB5","02/03/2020","CERTIFICATION/COMPLAINT","2"
"483","711D","05/23/2020","COMPLAINT","1"
"483","76JQ","02/02/2017","CERTIFICATION/COMPLAINT","2"
"483","9Z6F","11/20/2018","CERTIFICATION/COMPLAINT","2"
"483","YUGV","02/05/2020","COMPLAINT","2"
"485","2UTM","05/03/2017","CERTIFICATION/COMPLAINT","2"
"485","FEKL","09/25/2020","CERTIFICATION","1"
"485","K1RT","06/05/2020","COMPLAINT","1"
"485","Q63X","08/08/2020","COMPLAINT","1"
"485","RRNI","09/29/2020","COMPLAINT","1"
"485","TZWG","02/06/2019","CERTIFICATION/COMPLAINT","2"
"485","WR0K","08/26/2020","COMPLAINT","1"
"488","2BDO","07/13/2018","CERTIFICATION/COMPLAINT","2"
"488","KQ4H","12/23/2019","COMPLAINT","2"
"488","PNDU","10/22/2019","CERTIFICATION/COMPLAINT","2"
"488","QT09","07/10/2020","COMPLAINT","2"
"488","TJV7","12/20/2016","CERTIFICATION/COMPLAINT","2"
"488","U7K8","07/08/2020","COMPLAINT","1"
"488","UFG6","06/03/2020","COMPLAINT","1"
"489","HEW2","06/23/2020","COMPLAINT","1"
"489","M885","04/18/2019","CERTIFICATION/COMPLAINT","2"
"489","Y8DK","11/15/2017","CERTIFICATION","2"
"491","1SDI","07/25/2019","COMPLAINT","2"
"491","446G","09/06/2018","CERTIFICATION","2"
"491","D6GY","04/24/2017","CERTIFICATION","2"
"491","E237","07/13/2020","COMPLAINT","1"
"491","EX5O","05/19/2020","COMPLAINT","1"
"491","J2MC","11/01/2017","COMPLAINT","2"
"491","Z599","12/11/2019","CERTIFICATION","2"
"492","9LV2","10/13/2020","COMPLAINT","1"
"492","K4VH","06/17/2020","COMPLAINT","1"
"492","O7YZ","09/03/2020","COMPLAINT","1"
"492","PJB3","04/18/2019","CERTIFICATION","2"
"492","XW8E","09/29/2017","CERTIFICATION","2"
"493","08NZ","12/20/2019","CERTIFICATION","2"
"493","454V","05/11/2017","COMPLAINT","2"
"493","AF5U","09/14/2018","CERTIFICATION","2"
"493","G9CH","08/12/2020","COMPLAINT","1"
"493","U2D6","05/12/2017","CERTIFICATION","2"
"493","UHS4","06/10/2020","COMPLAINT","1"
"496","06NW","03/06/2020","CERTIFICATION","2"
"496","562X","11/17/2017","CERTIFICATION","2"
"496","7JM7","05/22/2019","CERTIFICATION","2"
"496","LODQ","06/11/2020","COMPLAINT","1"
"496","OXEP","12/21/2016","COMPLAINT","2"
"497","60LN","05/14/2018","COMPLAINT","2"
"497","67C7","06/19/2020","COMPLAINT","1"
"497","J4SV","01/04/2019","COMPLAINT","1"
"497","JHTW","07/24/2019","CERTIFICATION","2"
"497","K9CB","03/15/2018","CERTIFICATION","2"
"497","U55R","02/21/2018","COMPLAINT","1"
"497","WQCQ","12/15/2016","CERTIFICATION","1"
"497","WS47","12/28/2018","COMPLAINT","1"
"498","0OIJ","07/17/2019","COMPLAINT","2"
"498","46N2","11/15/2019","COMPLAINT","2"
"498","FBA7","03/19/2019","CERTIFICATION","2"
"498","II1F","09/22/2017","CERTIFICATION","2"
"498","NVB1","05/06/2019","COMPLAINT","2"
"498","QY96","06/03/2020","COMPLAINT","1"
"498","UW55","07/27/2020","COMPLAINT","2"
"504","0HMI","06/12/2020","COMPLAINT","1"
"504","3440","06/25/2019","COMPLAINT","2"
"504","B9WB","02/19/2019","COMPLAINT","2"
"504","EPZ8","12/17/2019","CERTIFICATION","2"
"504","FBFL","04/14/2017","CERTIFICATION","2"
"504","GJMI","08/29/2019","COMPLAINT","2"
"504","LY00","05/30/2018","COMPLAINT","3"
"504","MI2N","09/17/2018","CERTIFICATION","2"
"504","S9K4","09/10/2018","COMPLAINT","1"
"504","W9GB","07/07/2017","COMPLAINT","2"
"508","101E","03/26/2018","CERTIFICATION/COMPLAINT","2"
"508","9VTR","07/30/2020","COMPLAINT","1"
"508","FN63","12/26/2019","COMPLAINT","2"
"508","UP1H","05/10/2019","CERTIFICATION","2"
"508","YHWG","12/22/2016","CERTIFICATION","2"
"508","Z6LT","05/15/2020","COMPLAINT","1"
"509","0MEE","07/06/2018","COMPLAINT","2"
"509","HW21","11/20/2017","CERTIFICATION","2"
"509","J7VO","07/16/2020","COMPLAINT","1"
"509","NJXY","10/02/2020","CERTIFICATION","2"
"509","NKZL","06/29/2018","COMPLAINT","2"
"509","O3SP","09/30/2020","COMPLAINT","1"
"509","RWDF","04/02/2019","COMPLAINT","2"
"509","Y0Y3","03/29/2019","CERTIFICATION","2"
"509","ZTEI","05/20/2020","COMPLAINT","1"
"516","44R5","10/25/2018","COMPLAINT","2"
"516","H4I5","02/26/2019","CERTIFICATION","2"
"516","KOZK","07/20/2020","COMPLAINT","1"
"516","NGMU","09/05/2017","CERTIFICATION","2"
"516","NGQ3","02/06/2017","COMPLAINT","2"
"516","V6PT","06/15/2020","COMPLAINT","1"
"517","4STG","06/16/2020","COMPLAINT","1"
"517","NZH4","07/02/2019","CERTIFICATION","2"
"517","T275","12/05/2017","CERTIFICATION","2"
"520","573V","07/12/2019","CERTIFICATION","2"
"520","5H2H","04/29/2020","COMPLAINT","3"
"520","TE5Q","12/19/2017","CERTIFICATION","2"
"521","4CSM","06/28/2020","COMPLAINT","1"
"521","4N08","07/21/2020","COMPLAINT","1"
"521","5VNY","06/26/2018","CERTIFICATION","2"
"521","LF6P","10/18/2019","CERTIFICATION","2"
"521","T3YH","07/12/2018","COMPLAINT","2"
"521","X6Y6","03/09/2017","CERTIFICATION","2"
"524","DX9D","06/10/2020","COMPLAINT","1"
"524","EZ3Y","11/21/2016","CERTIFICATION","2"
"524","JZGB","07/03/2019","CERTIFICATION","2"
"524","Z4BB","12/18/2017","CERTIFICATION","2"
"527","61DB","06/23/2020","COMPLAINT","1"
"527","GXEX","10/31/2017","CERTIFICATION","2"
"527","MIMJ","02/06/2020","CERTIFICATION","2"
"527","O3ZW","04/26/2019","CERTIFICATION","2"
"533","06OJ","05/29/2020","COMPLAINT","1"
"533","5DCT","08/24/2020","COMPLAINT","1"
"533","6FLI","04/14/2017","CERTIFICATION","2"
"533","K31R","08/06/2018","CERTIFICATION","2"
"533","U6YP","11/14/2019","CERTIFICATION","2"
"534","67Q7","02/17/2017","CERTIFICATION","2"
"534","B6NZ","06/06/2018","CERTIFICATION","2"
"534","DWQQ","06/30/2020","COMPLAINT","1"
"534","YV84","10/17/2019","CERTIFICATION","2"
"537","571T","06/11/2020","COMPLAINT","1"
"537","66S4","09/22/2017","CERTIFICATION","2"
"537","E5JZ","09/22/2020","COMPLAINT","1"
"537","HJ4F","09/23/2020","CERTIFICATION","1"
"537","L5Q8","01/22/2020","COMPLAINT","2"
"537","MBGT","08/06/2018","COMPLAINT","2"
"537","VB8U","04/09/2019","CERTIFICATION","2"
"538","BZ1S","03/11/2019","CERTIFICATION","2"
"538","DP3Q","08/02/2017","CERTIFICATION","2"
"538","FI7I","05/07/2020","COMPLAINT","2"
"538","Q4CF","08/26/2020","COMPLAINT","1"
"539","7HW9","02/15/2019","CERTIFICATION","2"
"539","882D","07/01/2020","COMPLAINT","1"
"539","BE9O","10/22/2019","COMPLAINT","2"
"539","D932","05/24/2019","COMPLAINT","3"
"539","RI9T","06/02/2017","COMPLAINT","2"
"539","TKIJ","09/24/2020","COMPLAINT","1"
"539","U77C","09/05/2017","CERTIFICATION","2"
"539","Z7HH","10/19/2018","COMPLAINT","2"
"546","5EYF","03/21/2017","CERTIFICATION","2"
"546","C6X2","07/26/2018","CERTIFICATION","2"
"546","NFN4","06/25/2020","COMPLAINT","1"
"546","QQHQ","11/22/2019","CERTIFICATION","2"
"546","XJ91","09/04/2019","COMPLAINT","1"
"547","4357","07/03/2017","CERTIFICATION","2"
"547","JY9D","01/04/2019","CERTIFICATION","2"
"547","L8S8","07/02/2020","COMPLAINT","1"
"547","NVRQ","03/05/2019","COMPLAINT","2"
"547","TNZ7","01/12/2017","COMPLAINT","2"
"547","XBO5","09/15/2020","CERTIFICATION","1"
"548","38NH","11/05/2019","CERTIFICATION","2"
"548","5MDS","05/05/2020","COMPLAINT","1"
"548","MJHK","02/28/2017","CERTIFICATION","2"
"548","MT0B","12/15/2016","COMPLAINT","2"
"548","P9R7","07/06/2018","CERTIFICATION","2"
"548","PBYQ","07/15/2019","COMPLAINT","2"
"557","15XB","07/15/2020","COMPLAINT","1"
"557","5Y12","05/30/2019","CERTIFICATION","2"
"557","8UD1","07/16/2019","COMPLAINT","2"
"557","CTW6","08/18/2020","COMPLAINT","1"
"557","FSOX","11/20/2017","CERTIFICATION","2"
"557","L5R2","12/18/2019","COMPLAINT","2"
"557","L6XW","10/31/2019","COMPLAINT","2"
"557","RVIC","11/16/2016","COMPLAINT","2"
"557","WSW6","09/18/2020","COMPLAINT","1"
"557","WVDQ","05/26/2020","COMPLAINT","1"
"558","2H2G","11/16/2016","COMPLAINT","2"
"558","8AL2","08/09/2019","COMPLAINT","2"
"558","CQX0","10/12/2018","CERTIFICATION","2"
"558","FFC5","05/15/2019","COMPLAINT","2"
"558","H4L6","05/11/2020","COMPLAINT","2"
"558","JXH8","08/07/2019","COMPLAINT","2"
"558","MUBF","01/14/2020","CERTIFICATION","2"
"558","O9HR","10/21/2019","COMPLAINT","2"
"558","PKNR","06/25/2019","COMPLAINT","2"
"558","RT58","08/28/2020","COMPLAINT","1"
"558","TYE0","09/17/2019","COMPLAINT","2"
"558","WNKH","05/06/2020","COMPLAINT","2"
"558","X8YY","06/21/2017","CERTIFICATION","2"
"559","0YXH","04/06/2017","CERTIFICATION","2"
"559","90LS","09/06/2018","CERTIFICATION","2"
"559","DQNH","11/03/2016","COMPLAINT","2"
"559","TQ90","04/30/2020","COMPLAINT","1"
"559","VDJO","12/24/2019","CERTIFICATION/COMPLAINT","2"
"560","4517","08/05/2019","CERTIFICATION/COMPLAINT","2"
"560","4WLI","02/09/2018","CERTIFICATION","2"
"560","90P9","11/23/2016","CERTIFICATION","2"
"560","K0ZO","06/08/2020","COMPLAINT","1"
"560","MG0N","04/20/2018","COMPLAINT","2"
"564","3BK5","06/25/2020","COMPLAINT","1"
"564","3VIQ","03/29/2019","CERTIFICATION","2"
"564","3WHG","03/22/2019","COMPLAINT","2"
"564","CGTV","09/14/2017","CERTIFICATION","2"
"564","JLIW","02/27/2020","COMPLAINT","2"
"564","Q2Q9","08/17/2018","COMPLAINT","2"
"564","ZNIW","12/26/2018","COMPLAINT","2"
"568","2E40","07/21/2020","COMPLAINT","1"
"568","88QD","08/30/2019","CERTIFICATION/COMPLAINT","2"
"568","941C","04/11/2017","CERTIFICATION/COMPLAINT","2"
"568","GIYR","07/24/2018","CERTIFICATION/COMPLAINT","2"
"568","SN55","06/18/2020","COMPLAINT","2"
"571","2GG8","06/15/2020","COMPLAINT","1"
"571","9YHI","06/03/2019","CERTIFICATION","2"
"571","DKQF","11/08/2016","CERTIFICATION","2"
